MMSI;VesselName;IMO;CallSign;VesselType;Status;Length;Width;Draft;Cargo;TransceiverClass;BaseDateTime
338233779;GRACE;<Unknown>;<Unknown>;36.0;;;;;;B;01/12/2023 19:39
338233823;LE NUAGE;IMO0000000;<Unknown>;36.0;;0.0;0.0;;;B;01/12/2023 00:05
338233844;DANI;IMO0000000;<Unknown>;37.0;;28.0;5.0;;;B;01/12/2023 00:05
338233848;GOING DEEP;IMO0000000;<Unknown>;37.0;;10.0;4.0;;;B;10/12/2023 14:22
338233969;PICCINA;IMO0000000;<Unknown>;37.0;;14.0;4.0;;;B;08/12/2023 20:29
338234023;HOOKIPI;IMO0000000;<Unknown>;36.0;;12.0;4.0;;;B;11/12/2023 21:29
338234027;SUMMER FUN;<Unknown>;<Unknown>;37.0;;;;;;B;09/12/2023 23:57
338234045;INDIGO SEAS;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 15:57
338234122;SWIFT;IMO0000000;<Unknown>;37.0;;13.0;5.0;;;B;05/12/2023 13:55
338234202;OLD LYME FIRE 225;<Unknown>;<Unknown>;51.0;0.0;9.0;3.0;0.0;51.0;A;03/12/2023 10:55
338234208;BLACK PEARL;<Unknown>;<Unknown>;36.0;;;;;;B;06/12/2023 19:47
338234288;BARNEGAT;IMO0000000;<Unknown>;51.0;;0.0;0.0;;;B;05/12/2023 01:19
338234391;SPRAY;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:03
338234443;SO GLASSY;<Unknown>;<Unknown>;60.0;;;;;;B;01/12/2023 00:04
338234508;SUMMER WIND;IMO0000000;<Unknown>;37.0;;0.0;0.0;;;B;09/12/2023 21:01
338234529;MISS JENNA;IMO0000000;<Unknown>;30.0;;14.0;4.0;;;B;01/12/2023 18:54
338234539;REEL TRAUMA;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:00
338234542;ISAAC & COLBY;IMO0000000;NONE;30.0;;7.0;12.0;;;B;01/12/2023 00:04
338234677;LAURA;<Unknown>;<Unknown>;0.0;15.0;;;;0.0;A;01/12/2023 00:00
338234696;BEAM REACH;IMO0000000;WBR0051;37.0;;16.0;5.0;;;B;09/12/2023 20:26
338234735;SOL DESIRE;IMO0000000;<Unknown>;37.0;;18.0;5.0;;;B;01/12/2023 00:00
338234738;SERENADE 2;IMO0000000;<Unknown>;37.0;;14.0;4.0;;;B;01/12/2023 00:05
338234770;MENTAL FLOSS;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 17:25
338234783;CAURINUS;<Unknown>;<Unknown>;90.0;;;;;;B;12/12/2023 15:33
338234892;SAILVANA;IMO0000000;<Unknown>;36.0;;11.0;4.0;;;B;02/12/2023 18:52
338234944;PILLAR POINT RADON;IMO0000000;<Unknown>;51.0;15.0;10.0;4.0;0.0;51.0;A;02/12/2023 21:08
338234969;HCFR FIREBOAT 29;IMO0000000;<Unknown>;51.0;;12.0;4.0;;;B;02/12/2023 16:13
338234992;SIGN MAN;<Unknown>;<Unknown>;37.0;;;;;;B;26/12/2023 13:46
338235062;T/T MR LOUI;<Unknown>;<Unknown>;37.0;;;;;;B;17/12/2023 17:24
338235321;FWC TRIDENT;<Unknown>;FWC TRI;55.0;0.0;0.0;0.0;0.0;55.0;A;04/12/2023 23:16
338235322;DESERT MOON;IMO0000000;<Unknown>;37.0;;21.0;6.0;;;B;03/12/2023 21:50
338235429;PRUDENCE;IMO0000000;<Unknown>;36.0;;11.0;3.0;;;B;10/12/2023 00:25
338235434;MOBY II;IMO0000000;<Unknown>;36.0;;17.0;4.0;;;B;01/12/2023 11:48
338235462;TWILIGHT;IMO0000000;<Unknown>;36.0;;0.0;0.0;;;B;01/12/2023 13:23
338235502;CHEEKY MONKEY;IMO0000000;<Unknown>;36.0;;10.0;4.0;;;B;05/12/2023 20:13
338235698;BELLA VITA;IMO0000000;<Unknown>;36.0;;14.0;4.0;;;B;05/12/2023 21:43
338235704;BRUNSWICK;IMO0000000;<Unknown>;50.0;;15.0;5.0;;;B;01/12/2023 00:30
338235788;T/T PLAN B;IMO0000000;<Unknown>;37.0;;10.0;4.0;;;B;03/12/2023 19:50
338235816;WHATEVER;IMO0000000;<Unknown>;37.0;;16.0;5.0;;;B;02/12/2023 20:14
338235859;JUBILEE;<Unknown>;<Unknown>;31.0;0.0;25.0;5.0;1.5;31.0;A;05/12/2023 14:49
338235905;MARINE 68;<Unknown>;<Unknown>;51.0;0.0;6.0;2.0;0.0;51.0;A;16/12/2023 14:49
338235931;THE BIG SNOOZE;IMO0000000;<Unknown>;37.0;;0.0;0.0;;;B;01/12/2023 00:00
338235932;IRISH BEAUTE;IMO0000000;<Unknown>;37.0;;13.0;5.0;;;B;01/12/2023 15:41
338236002;SEASAW;<Unknown>;<Unknown>;37.0;;;;;;B;06/12/2023 18:39
338236023;GYPSY DRIFTER;<Unknown>;<Unknown>;37.0;;;;;;B;06/12/2023 19:59
338236025;T/T HASEA II;IMO0000000;<Unknown>;37.0;;14.0;4.0;;;B;27/12/2023 02:18
338236026;ENDURANCE;IMO0000000;<Unknown>;37.0;;12.0;4.0;;;B;04/12/2023 22:26
338236055;IRISH EYES;IMO0000000;<Unknown>;37.0;;5.0;0.0;;;B;10/12/2023 21:03
338236069;MALANA;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:05
338236071;AFTERMATH;<Unknown>;<Unknown>;37.0;;;;;;B;05/12/2023 18:05
338236078;COOL BREEZE;IMO0000000;<Unknown>;37.0;;12.0;4.0;;;B;01/12/2023 00:02
338236133;SYNERGY;IMO0000000;<Unknown>;37.0;;18.0;6.0;;;B;01/12/2023 00:04
338236292;COSMIC RAE;<Unknown>;<Unknown>;37.0;;;;;;B;03/12/2023 15:33
338236294;PATRIOT;<Unknown>;<Unknown>;37.0;;;;;;B;05/12/2023 04:21
338236311;REVEILLE;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:02
338236358;J. LYNNE;IMO0000000;<Unknown>;37.0;;11.0;3.0;;;B;03/12/2023 16:39
338236371;CAST-A-SPELL;IMO0000000;<Unknown>;36.0;;9.0;3.0;;;B;02/12/2023 16:30
338236431;SHELL BACK;IMO0000000;<Unknown>;37.0;;10.0;3.0;;;B;16/12/2023 17:40
338236435;REEL THERAPY;IMO0000000;<Unknown>;37.0;;12.0;4.0;;;B;13/12/2023 22:08
338236475;LO LEE TA;IMO0000000;<Unknown>;36.0;;10.0;4.0;;;B;08/12/2023 14:02
338236492;ROUND MIDNIGHT;IMO0000000;<Unknown>;36.0;;0.0;0.0;;;B;01/12/2023 22:07
338236539;MAC DADDY;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 12:09
338236568;AUDIAMO;IMO0000000;<Unknown>;37.0;;10.0;3.0;;;B;06/12/2023 18:10
338236607;INTEGRITY;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 01:51
338236609;GONE VIKING;<Unknown>;<Unknown>;37.0;;;;;;B;04/12/2023 00:37
338236684;CHASSEUR;IMO0000000;CHASSEU;37.0;;11.0;4.0;;;B;03/12/2023 17:06
338236735;HEBAREAUX;<Unknown>;<Unknown>;36.0;;11.0;;;;B;24/12/2023 17:00
338236795;PIPE DREAM II;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:05
338236817;SABLE;<Unknown>;<Unknown>;37.0;;;;;;B;26/12/2023 20:04
338236828;DESTINY;IMO0000000;<Unknown>;36.0;;14.0;7.0;;;B;20/12/2023 19:22
338236847;MY GIRL VI;IMO0000000;<Unknown>;37.0;;16.0;4.0;;;B;01/12/2023 00:08
338236869;EAST BAY PARKS;IMO0000000;<Unknown>;37.0;15.0;8.0;4.0;0.0;55.0;A;01/12/2023 22:42
338236891;BLUE WATER;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:00
338236902;PHASE 8;IMO0000000;<Unknown>;36.0;;18.0;4.0;;;B;01/12/2023 00:01
338236929;LIL EASY;IMO0000000;<Unknown>;37.0;;14.0;4.0;;;B;27/12/2023 14:43
338236952;DOLCE VITA;IMO0000000;<Unknown>;37.0;;0.0;0.0;;;B;10/12/2023 21:46
338236965;TRIGGER HAPPY IV;IMO0000000;<Unknown>;37.0;;0.0;0.0;;;B;01/12/2023 00:00
338237006;ELIZABETH ANNE;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:00
338237047;SOUTHERN DRAWL;IMO0000000;<Unknown>;30.0;;17.0;5.0;;;B;21/12/2023 13:39
338237068;NORTHWIND;IMO0000000;WRE5749;37.0;;120.0;24.0;;;B;01/12/2023 00:04
338237088;ALLIANCE;IMO0000000;<Unknown>;36.0;;10.0;4.0;;;B;18/12/2023 17:11
338237102;PEARL;<Unknown>;<Unknown>;37.0;;;;;;B;02/12/2023 16:52
338237103;JUPITER;IMO0000000;<Unknown>;37.0;;10.0;3.0;;;B;29/12/2023 14:30
338237113;Q.E.D.;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:00
338237114;T/T FORTIS;<Unknown>;<Unknown>;37.0;;;;;;B;18/12/2023 15:43
338237134;EXCLUSIVE;<Unknown>;<Unknown>;37.0;;;;;;B;21/12/2023 16:59
338237138;C NOTE;IMO0000000;C NOTE;37.0;;8.0;3.0;;;B;04/12/2023 17:36
338237143;YVONNE LOUISE;<Unknown>;<Unknown>;37.0;;;;;;B;28/12/2023 20:46
338237152;LIBERTY CALL;IMO0000000;LIBERTY;37.0;;14.0;5.0;;;B;27/12/2023 16:36
338237155;BRAIZOU;IMO0000000;<Unknown>;37.0;;14.0;4.0;;;B;01/12/2023 00:08
338237186;MANI-AX;IMO0000000;<Unknown>;37.0;;10.0;4.0;;;B;01/12/2023 13:23
338237198;MARCHEUR DE L'EAU;<Unknown>;<Unknown>;37.0;;13.0;;;;B;08/12/2023 22:06
338237232;KEEPING IT REEL;IMO0000000;<Unknown>;37.0;;10.0;6.0;;;B;01/12/2023 00:04
338237258;JUST ONE MORE;IMO0000000;<Unknown>;37.0;;14.0;3.0;;;B;01/12/2023 00:00
338237263;CALLISTO;IMO0000000;<Unknown>;36.0;;16.0;4.0;;;B;01/12/2023 00:05
338237276;SLOW RIDE;IMO0000000;<Unknown>;37.0;;9.0;1.0;;;B;08/12/2023 17:36
338237294;INDIGO;IMO0000000;<Unknown>;37.0;;13.0;4.0;;;B;04/12/2023 13:09
338237342;GALLIANT EFFORT;IMO0000000;<Unknown>;37.0;;18.0;5.0;;;B;28/12/2023 01:04
338237355;YOUNG GUN;IMO0000000;YOUNG G;30.0;;12.0;5.0;;;B;09/12/2023 00:29
338237356;PORTER II;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:05
338237373;ALTAIR;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:04
338237375;MISCHIEF;IMO0000000;<Unknown>;37.0;;0.0;0.0;;;B;01/12/2023 00:03
338237397;BOONDOCKER;IMO0000000;EDDIE;30.0;;6.0;4.0;;;B;02/12/2023 15:23
338237419;FIRST LIGHT;<Unknown>;<Unknown>;37.0;;;;;;B;09/12/2023 00:16
338237438;NOBILLIE;IMO0000000;<Unknown>;37.0;;14.0;0.0;;;B;01/12/2023 17:53
338237477;THINKORSWIM;<Unknown>;<Unknown>;37.0;;;;;;B;31/12/2023 15:07
338237515;RECROOM;<Unknown>;<Unknown>;37.0;;;;;;B;04/12/2023 14:38
338237537;CALLINECTES;IMO0000000;<Unknown>;37.0;;0.0;0.0;;;B;29/12/2023 18:21
338237541;HIDEAWAY;<Unknown>;<Unknown>;37.0;;;;;;B;02/12/2023 20:13
338237551;NIKITASHA;IMO0000000;WDE8046;36.0;;13.0;7.0;;;B;21/12/2023 15:17
338237569;DIVIDED SKY;IMO0000000;<Unknown>;37.0;;9.0;4.0;;;B;23/12/2023 07:26
338237579;PILE DRIVER;IMO0000000;<Unknown>;33.0;;15.0;6.0;;;B;08/12/2023 13:41
338237612;RVH;IMO0000000;<Unknown>;36.0;;16.0;16.0;;;B;05/12/2023 21:03
338237653;HEAD STRONG;<Unknown>;<Unknown>;37.0;;;;;;B;16/12/2023 14:55
338237693;LIGHTIN UP;IMO0000000;<Unknown>;37.0;;18.0;5.0;;;B;01/12/2023 00:05
338237707;BELLA VITA;IMO0000000;<Unknown>;37.0;;0.0;0.0;;;B;04/12/2023 11:11
338237708;FULL SAIL;<Unknown>;<Unknown>;37.0;;;;;;B;11/12/2023 16:47
338237738;BLONDIE;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 01:18
338237772;SHARK BAIT;<Unknown>;<Unknown>;37.0;;;;;;B;10/12/2023 01:54
338237814;DOS MAS;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:02
338237815;TRANQUILLITA;IMO0000000;WDL9427;36.0;;14.0;4.0;;;B;01/12/2023 00:04
338237966;VERBOATIN;IMO0000000;<Unknown>;37.0;;12.0;4.0;;;B;08/12/2023 20:55
338237994;<Unknown>;IMO0000000;<Unknown>;37.0;;0.0;0.0;;;B;10/12/2023 20:59
338238000;TT MAGALITA V;IMO0000000;<Unknown>;37.0;;11.0;4.0;;;B;10/12/2023 19:07
338238014;CAPTAIN JEREMY;<Unknown>;<Unknown>;90.0;;;;;;B;04/12/2023 14:30
338238015;RAPPAHANNOCK;IMO0000000;<Unknown>;37.0;;13.0;4.0;;;B;01/12/2023 00:05
338238016;KELANA;<Unknown>;<Unknown>;37.0;;;;;;B;06/12/2023 16:52
338238025;KOMFORTABLE KILL;IMO0000000;<Unknown>;37.0;;9.0;3.0;;;B;01/12/2023 03:50
338238052;DANNY BOY;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:03
338238088;NY MEDIA BOAT 4;IMO0000000;<Unknown>;60.0;;7.0;4.0;;;B;01/12/2023 15:13
338238144;SEA SHARP;IMO0000000;<Unknown>;37.0;;0.0;0.0;;;B;01/12/2023 00:04
338238172;OHANA;<Unknown>;<Unknown>;37.0;0.0;17.0;5.0;1.7;37.0;A;01/12/2023 00:00
338238205;THREE SISTERS;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:02
338238238;T/T BARNSTAR;<Unknown>;<Unknown>;37.0;;;;;;B;27/12/2023 20:15
338238252;MOTHER GOOSE;IMO0000000;<Unknown>;36.0;;12.0;4.0;;;B;04/12/2023 15:49
338238296;MALOLO;IMO0000000;<Unknown>;37.0;;9.0;2.0;;;B;01/12/2023 00:00
338238365;SEAERO;<Unknown>;<Unknown>;37.0;;;;;;B;12/12/2023 00:26
338238437;"FISH ""E"" BUSINESS IV";IMO0000000;<Unknown>;37.0;;15.0;9.0;;;B;22/12/2023 15:14
338238441;CADENCE;IMO0000000;<Unknown>;37.0;;10.0;4.0;;;B;01/12/2023 00:01
338238443;SV SWEET PEA;IMO0000000;<Unknown>;36.0;;7.0;4.0;;;B;03/12/2023 19:09
338238507;INDIGO BLUE;IMO0000000;<Unknown>;36.0;;14.0;8.0;;;B;02/12/2023 19:30
338238538;BARCANOVA;IMO0000000;<Unknown>;36.0;;10.0;3.0;;;B;02/12/2023 17:43
338238542;ADVENTURE;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:08
338238543;ELISEA;IMO0000000;<Unknown>;37.0;;20.0;9.0;;;B;02/12/2023 03:00
338238572;NORDIC SONG;IMO0000000;<Unknown>;37.0;;12.0;4.0;;;B;01/12/2023 00:04
338238574;MISS MICKEY;IMO0000000;<Unknown>;37.0;;15.0;5.0;;;B;03/12/2023 20:26
338238595;SYMPHONY NO. 3;IMO0000000;<Unknown>;37.0;;17.0;5.0;;;B;22/12/2023 12:36
338238615;PSC-9;IMO0000000;28HS020;35.0;;11.0;3.0;;;B;04/12/2023 16:08
338238616;PSC-7;IMO0000000;28-HS-0;35.0;;11.0;3.0;;;B;01/12/2023 15:24
338238646;FREE RANGE;IMO0000000;<Unknown>;36.0;;10.0;4.0;;;B;01/12/2023 00:04
338238666;SECOND WIND;IMO0000000;<Unknown>;36.0;;0.0;0.0;;;B;02/12/2023 20:09
338238711;CAMILLE;IMO0000000;CPM1225;37.0;;10.0;4.0;;;B;03/12/2023 20:55
338238729;TEHIYA;IMO0000000;ZYCY2;36.0;;18.0;10.0;;;B;14/12/2023 17:06
338238758;BELLA;IMO0000000;<Unknown>;36.0;;13.0;4.0;;;B;07/12/2023 15:52
338238759;AAH BREEZE;IMO0000000;<Unknown>;36.0;;10.0;4.0;;;B;11/12/2023 13:28
338238827;SUNRA;IMO0000000;WDF7784;30.0;;14.0;2.0;;;B;30/12/2023 18:16
338238828;SWEET KARMA;IMO0000000;<Unknown>;37.0;;13.0;4.0;;;B;01/12/2023 00:05
338238848;HOLDEN;<Unknown>;<Unknown>;37.0;;;;;;B;18/12/2023 21:48
338238883;TAR BABY;IMO0000000;<Unknown>;30.0;;15.0;4.0;;;B;07/12/2023 11:25
338238897;ENDEAVOUR;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:00
338238916;SWISH;IMO0000000;<Unknown>;36.0;;14.0;8.0;;;B;17/12/2023 15:54
338238931;FULL DISCLOSURE;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 14:05
338238933;CHEIF;IMO0000000;<Unknown>;37.0;;11.0;4.0;;;B;02/12/2023 16:57
338238964;OJIB;IMO0000000;<Unknown>;37.0;;12.0;4.0;;;B;04/12/2023 17:58
338239000;SEA BISCUIT;<Unknown>;WDM8458;99.0;15.0;13.0;5.0;0.0;99.0;A;06/12/2023 13:10
338239026;CREW P V;<Unknown>;<Unknown>;37.0;;;;;;B;08/12/2023 18:24
338239058;HUNTER;IMO0000000;<Unknown>;37.0;;10.0;3.0;;;B;02/12/2023 19:55
338239081;JAHAZI;<Unknown>;<Unknown>;37.0;;;;;;B;30/12/2023 20:17
338239093;SUNRISE;IMO0000000;<Unknown>;37.0;;8.0;2.0;;;B;05/12/2023 16:06
338239156;TRES PIAS;IMO0000000;<Unknown>;37.0;;17.0;5.0;;;B;01/12/2023 00:08
338239297;OMEGA;<Unknown>;<Unknown>;37.0;;;;;;B;07/12/2023 04:27
338239321;SWEET SPOT;IMO0000000;<Unknown>;37.0;;14.0;4.0;;;B;01/12/2023 00:03
338239357;HOW BOUT IT;<Unknown>;<Unknown>;60.0;;;;;;B;18/12/2023 18:34
338239381;76 TANGO;IMO0000000;<Unknown>;37.0;;16.0;5.0;;;B;05/12/2023 20:34
338239429;POCO LOCO;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:05
338239464;BUCKY BADGER;IMO0000000;<Unknown>;37.0;;15.0;4.0;;;B;06/12/2023 22:21
338239506;MARY H;IMO0000000;<Unknown>;36.0;;10.0;4.0;;;B;01/12/2023 00:00
338239538;BLARNEY;<Unknown>;<Unknown>;37.0;;;;;;B;07/12/2023 20:00
338239579;AVA HELENE;IMO0000000;<Unknown>;37.0;;10.0;6.0;;;B;01/12/2023 23:27
338239611;WINDHORSE II;IMO0000000;<Unknown>;36.0;;10.0;3.0;;;B;04/12/2023 12:33
338239613;BETTER TOGETHER;IMO0000000;<Unknown>;37.0;;20.0;3.0;;;B;09/12/2023 21:48
338239742;FASTRAC;IMO0000000;<Unknown>;37.0;;14.0;5.0;;;B;03/12/2023 00:43
338239779;RESOLUTE;IMO0000000;<Unknown>;37.0;;15.0;5.0;;;B;09/12/2023 21:01
338239864;60DS1602;<Unknown>;<Unknown>;40.0;;19.0;;;;B;10/12/2023 00:16
338239883;CLAIRE SEA;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:00
338239915;BLOOM COUNTY;IMO0000000;<Unknown>;36.0;;0.0;0.0;;;B;09/12/2023 17:57
338239917;FISKA;IMO0000000;<Unknown>;37.0;;8.0;2.0;;;B;01/12/2023 16:12
338240138;SAILSMAN;IMO0000000;<Unknown>;36.0;;15.0;4.0;;;B;12/12/2023 17:31
338240219;MANASQUAN FIRE;IMO0000000;<Unknown>;51.0;;8.0;2.0;;;B;07/12/2023 19:51
338240223;TUTTOBENE;IMO0000000;<Unknown>;37.0;;7.0;4.0;;;B;16/12/2023 19:07
338240335;TEE RIP;IMO0000000;<Unknown>;37.0;;10.0;3.0;;;B;04/12/2023 06:52
338240395;TIDAL WAVE;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:00
338240403;FEISTY LADY II;IMO0000000;<Unknown>;36.0;;20.0;6.0;;;B;01/12/2023 01:37
338240421;NIKKI ANN;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:09
338240491;BREADTRUCK;<Unknown>;<Unknown>;37.0;;;;;;B;09/12/2023 19:59
338240611;DANMARK;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:05
338240708;SOMEDAY IS TODAY;IMO0000000;<Unknown>;37.0;;17.0;6.0;;;B;01/12/2023 00:02
338240741;SHORE THING;IMO0000000;<Unknown>;37.0;;0.0;0.0;;;B;02/12/2023 11:30
338240765;CALEDONIA;IMO0000000;<Unknown>;37.0;;10.0;4.0;;;B;01/12/2023 00:05
338240771;CLOUD SPLITTER;IMO0000000;<Unknown>;37.0;;1.0;1.0;;;B;30/12/2023 14:57
338240807;GUMP STUMP;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:05
338240859;39 FOUNTAIN;IMO0000000;<Unknown>;37.0;;13.0;5.0;;;B;14/12/2023 15:28
338240879;<Unknown>;IMO0000000;ZGCF9;37.0;;12.0;3.0;;;B;04/12/2023 14:58
338241364;EVENTYR!;IMO0000000;<Unknown>;37.0;;10.0;4.0;;;B;01/12/2023 00:07
338241372;REEL TIGHT 42;IMO0000000;<Unknown>;37.0;;13.0;4.0;;;B;11/12/2023 22:28
338241391;WATER WITCH;IMO0000000;<Unknown>;36.0;;17.0;4.0;;;B;03/12/2023 13:05
338241451;CHIMERA;IMO0000000;<Unknown>;36.0;;8.0;3.0;;;B;01/12/2023 00:04
338241458;TOYON;IMO0000000;<Unknown>;37.0;;8.0;3.0;;;B;07/12/2023 17:42
338241496;WAVE SWEEPER;IMO0000000;<Unknown>;37.0;;8.0;3.0;;;B;03/12/2023 00:59
338241559;HAPPY DAYS;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:07
338241568;ANASTASIA;IMO0000000;<Unknown>;37.0;;16.0;5.0;;;B;29/12/2023 18:06
338241591;SWAN SONG;IMO0000000;<Unknown>;36.0;;0.0;0.0;;;B;09/12/2023 15:34
338241629;TT OUR TIME;IMO0000000;<Unknown>;37.0;;8.0;4.0;;;B;03/12/2023 14:47
338241672;EAJ;IMO0000000;<Unknown>;37.0;;12.0;5.0;;;B;01/12/2023 18:21
338241758;ROCKSTAR;IMO0000000;<Unknown>;40.0;;14.0;4.0;;;B;28/12/2023 20:56
338241831;CABRILLO;IMO0000000;<Unknown>;37.0;;10.0;4.0;;;B;05/12/2023 19:20
338241914;TESTY;IMO0000000;<Unknown>;37.0;;14.0;6.0;;;B;12/12/2023 14:53
338241932;T/T AMARULA SUN;IMO0000000;<Unknown>;37.0;;14.0;2.0;;;B;27/12/2023 08:50
338242045;WAYLEN BAY MARINE;IMO0000000;<Unknown>;37.0;;11.0;3.0;;;B;31/12/2023 20:29
338242104;CHILLY WILLY;IMO0000000;<Unknown>;37.0;;8.0;3.0;;;B;03/12/2023 17:05
338242118;M/V LIBRA;IMO0000000;LIBRA;37.0;;20.0;5.0;;;B;01/12/2023 00:05
338242121;MARION MAID;<Unknown>;<Unknown>;37.0;;;;;;B;13/12/2023 14:30
338242136;LAZARBEAM;IMO0000000;<Unknown>;37.0;;0.0;0.0;;;B;01/12/2023 00:04
338242142;DESPERADO;IMO0000000;<Unknown>;37.0;;13.0;5.0;;;B;09/12/2023 20:06
338242187;LITTLE BIRD;IMO0000000;B1RD;30.0;;10.0;3.0;;;B;01/12/2023 00:16
338242249;SUZIE Q;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:00
338242255;PEARL II;IMO0000000;<Unknown>;37.0;;14.0;4.0;;;B;05/12/2023 16:54
338242322;T/T PATIENCE;IMO0000000;<Unknown>;37.0;;9.0;5.0;;;B;04/12/2023 19:42
338242357;BRIZO;IMO0000000;<Unknown>;36.0;;12.0;4.0;;;B;01/12/2023 00:05
338242537;<Unknown>;IMO0000000;<Unknown>;37.0;;0.0;0.0;;;B;05/12/2023 20:41
338242572;KREWEBOAT;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:05
338242602;KNIGHT LIFE;IMO0000000;<Unknown>;37.0;;19.0;6.0;;;B;01/12/2023 00:00
338242607;RUSULKA;IMO0000000;<Unknown>;36.0;;11.0;4.0;;;B;01/12/2023 19:41
338242609;GEECHEE'S PIROGUE;<Unknown>;<Unknown>;37.0;;;;;;B;20/12/2023 15:17
338242658;OFFSHORE DRILLING;IMO0000000;<Unknown>;37.0;;8.0;4.0;;;B;01/12/2023 00:02
338242673;SEA BUDDY;IMO0000000;<Unknown>;37.0;;13.0;4.0;;;B;01/12/2023 19:21
338242985;AVIATOR;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:00
338243136;IMAGINATION;<Unknown>;<Unknown>;37.0;;;;;;B;22/12/2023 18:16
338243222;LALA LAND;IMO0000000;1192144;37.0;;32.0;7.0;;;B;01/12/2023 00:08
338243224;SABBATICAL;IMO0000000;<Unknown>;37.0;;15.0;5.0;;;B;06/12/2023 19:44
338243246;BIG BLUE;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 19:03
338243284;OCEAN PARADISE;<Unknown>;<Unknown>;37.0;;;;;;B;01/12/2023 00:05
338243318;THE PEARL;<Unknown>;<Unknown>;37.0;;;;;;B;11/12/2023 21:32
338243436;TRUE NORTH;IMO0000000;<Unknown>;37.0;;16.0;5.0;;;B;05/12/2023 16:24
338243448;AUSPICIOUS;<Unknown>;<Unknown>;37.0;;;;;;B;05/12/2023 12:32
338243653;THIN AIR;IMO0000000;<Unknown>;37.0;;12.0;8.0;;;B;01/12/2023 20:30
338243697;ARIA;IMO0000000;ARIA48;36.0;;15.0;5.0;;;B;09/12/2023 15:44
338243755;REELKEEPHER;<Unknown>;<Unknown>;37.0;;;;;;B;09/12/2023 15:32
338243896;INCORGNITO;IMO0000000;<Unknown>;36.0;;12.0;4.0;;;B;06/12/2023 15:43
338243938;AKYAA;IMO0000000;<Unknown>;36.0;;10.0;4.0;;;B;30/12/2023 23:35
338244048;DON'T TELL BRANDY;<Unknown>;<Unknown>;37.0;;;;;;B;05/12/2023 18:26
338244338;CARTE BLANCHE;IMO0000000;<Unknown>;37.0;;16.0;5.0;;;B;01/12/2023 00:02
338244375;KAIMALU;IMO0000000;<Unknown>;36.0;;11.0;4.0;;;B;01/12/2023 00:02
338244379;PERFECT TEN;IMO0000000;<Unknown>;37.0;;16.0;5.0;;;B;01/12/2023 00:00
338244418;LUG NUT;IMO0000000;<Unknown>;37.0;;11.0;4.0;;;B;29/12/2023 22:52
338244502;NUTTHOUSE;IMO0000000;<Unknown>;37.0;;17.0;1.0;;;B;28/12/2023 18:37
338244545;T/T BESS TIMES;IMO0000000;BESTIME;37.0;;8.0;2.0;;;B;01/12/2023 13:15
338244766;TRUE NORTH;IMO0000000;<Unknown>;37.0;;13.0;0.0;;;B;05/12/2023 21:20
338244824;MEDICINAL;IMO0000000;<Unknown>;36.0;;17.0;2.0;;;B;08/12/2023 17:57
338244983;CORAL;IMO0000000;<Unknown>;37.0;;8.0;3.0;;;B;04/12/2023 13:36
338244995;COCONUTS;IMO0000000;<Unknown>;37.0;;17.0;5.0;;;B;18/12/2023 18:28
338245332;RUBAIYAT;IMO0000000;<Unknown>;37.0;;12.0;4.0;;;B;01/12/2023 00:00
338245336;PERSISTENCE;IMO0000000;<Unknown>;37.0;;21.0;6.0;;;B;14/12/2023 21:23
